file,occupancy_total,occupancy_fraction,occupancy_x_mean,occupancy_y_mean,occupancy_z_mean,occupancy_gradient_x,occupancy_gradient_y,occupancy_gradient_z,occupancy_gradient_total,occupancy_surface,grid_entropy,grid_moi_1,grid_moi_2,grid_moi_3,moi_principal_3,rdf_mean,rdf_kurtosis,entropy_spatial,ms_bandwidth,n_vacancies
108.000000,47.0,0.047,0.47,0.47,0.47,94.0,94.0,94.0,282.0,282.0,3.8501475970100585,347.04488692094594,331.6377441487969,299.4450285047256,458.483195877702,3.827631636294986,-1.0830068245662006,3.850147601710058,3.2202556414785417,1.0
109.001000,48.0,0.048,0.48,0.48,0.48,94.0,90.0,84.0,268.0,268.0,3.8712010061078903,274.1941934174732,255.80838470629902,237.87242187622786,470.84824723987543,3.8645118200107937,-1.0107156796902346,3.871201010907891,3.2673519029201206,1.0
11.005000,45.0,0.045,0.45,0.45,0.45,84.0,80.0,90.0,254.0,254.0,3.8066624852703197,287.96032083003513,270.69681639284903,244.72064055489366,433.70933903556704,3.7630742734771965,-1.1029345764875758,3.8066624897703196,3.2076410304282086,1.0
110.002000,48.0,0.048,0.48,0.48,0.48,96.0,96.0,96.0,288.0,288.0,3.8712010061078903,444.21402927646074,416.79534921207136,398.8239548448013,473.1801022768982,3.845085367948732,-1.0346288714467087,3.871201010907891,3.2535717970937186,1.0
111.003000,49.0,0.049,0.49,0.49,0.49,82.0,70.0,88.0,240.0,240.0,3.891820293210626,228.9669732089733,218.07325737578748,214.1026265580963,492.25428083279314,3.883519610338936,-1.0380123042758416,3.891820298110627,3.273204362150478,1.0
112.004000,49.0,0.049,0.49,0.49,0.49,92.0,96.0,98.0,286.0,286.0,3.891820293210626,293.1936093696548,273.4753338754448,262.80044451000236,486.93659119086766,3.8708695967113704,-0.9833493531780411,3.891820298110627,3.266241280311754,1.0
113.005000,48.0,0.048,0.48,0.48,0.48,96.0,96.0,96.0,288.0,288.0,3.8712010061078903,396.8327985297769,377.288839348987,353.42002878790316,468.28680707155917,3.84940425135618,-1.008159782043916,3.871201010907891,3.247449806044147,1.0
114.000000,108.0,0.108,1.08,1.08,1.08,144.0,140.0,162.0,446.0,446.0,4.68213121632422,649.0142098506856,617.25130033663,603.6418972200919,1965.6476662646178,5.139924955997774,-0.7434959467517355,4.682131227124218,4.584131199001437,4.0
115.001000,101.0,0.101,1.01,1.01,1.01,124.0,114.0,108.0,346.0,346.0,4.615120506741261,524.5437388831641,506.302086286624,488.48090750347995,1859.3957240608227,5.100290568100143,-0.7741968601159459,4.653960350157524,4.598850026677885,4.0
116.002000,100.0,0.1,1.0,1.0,1.0,160.0,154.0,150.0,464.0,464.0,4.605170175988092,569.3109465271319,554.9199182884571,505.56913518441087,1700.1660136576115,5.025873886246044,-0.7532391838898524,4.605170185988092,4.567094502586469,4.0
117.003000,102.0,0.102,1.02,1.02,1.02,136.0,156.0,132.0,424.0,424.0,4.624972803084271,548.9637574749237,530.4329250524795,504.7993959039695,1797.799347121027,5.069642619683044,-0.7371535970339202,4.634728988229636,4.5448657633962,4.0
118.004000,99.0,0.099,0.99,0.99,0.99,142.0,142.0,142.0,426.0,426.0,4.595119840234592,557.4118336596671,532.8712030982118,474.08059960575684,1682.5848588365698,4.993596457521289,-0.735227142986822,4.5951198501345925,4.4847592472428,4.0
119.005000,102.0,0.102,1.02,1.02,1.02,158.0,160.0,168.0,486.0,486.0,4.624972803084271,602.581814629953,542.5591789356201,515.7609672187402,1733.8529986065687,5.049875197342465,-0.7323930355246699,4.6249728132842725,4.551854650280187,4.0
12.000000,85.0,0.085,0.85,0.85,0.85,118.0,110.0,108.0,336.0,336.0,4.442651247990316,437.82214701232556,413.3916677493996,400.22147935592216,1237.8414836759807,4.736481840735324,-0.5167367730580139,4.442651256490314,4.403062870416955,3.0
120.000000,68.0,0.068,0.68,0.68,0.68,56.0,66.0,72.0,194.0,194.0,4.219507698376108,301.9414537254369,241.58446173051354,189.2976139558143,848.3016320000003,4.458596445154334,-0.5504101439613591,4.276666119016054,4.1273491643163185,2.0
121.001000,71.0,0.071,0.71,0.71,0.71,82.0,92.0,100.0,274.0,274.0,4.262679869941316,318.289710739161,304.7087674126798,239.31138100308848,834.4913183928783,4.4460317438643395,-0.58719613037246,4.262679877041316,4.111171601753402,2.0
122.002000,70.0,0.07,0.7,0.7,0.7,92.0,94.0,102.0,288.0,288.0,4.248495235049358,347.70995275824055,337.9233439769214,254.8238461219808,830.8507222510544,4.4567452723045005,-0.6167874730791048,4.262679877041316,4.1109382693143655,2.0
123.003000,64.0,0.064,0.64,0.64,0.64,50.0,76.0,82.0,208.0,208.0,4.158883076959672,280.10146350890886,220.0584939024102,187.71504258868106,845.5075330216837,4.440236964607441,-0.534130840432216,4.276666119016054,4.09155914727695,2.0
124.004000,68.0,0.068,0.68,0.68,0.68,82.0,90.0,94.0,266.0,266.0,4.219507698376108,310.4370767515509,280.6927077085308,222.25256848109458,786.7459681528352,4.395327777849555,-0.470029998600372,4.234106504597262,4.001079467775249,2.0
125.005000,66.0,0.066,0.66,0.66,0.66,84.0,76.0,78.0,238.0,238.0,4.1896547354264255,308.8211905628915,252.737901969002,196.62272564992472,763.0472056977617,4.379948259462519,-0.5127126707552772,4.219507705176109,4.003917409890592,2.0
126.000000,88.0,0.088,0.88,0.88,0.88,110.0,118.0,120.0,348.0,348.0,4.477336805678206,471.6771160954616,420.1485243510504,395.5607231898514,1293.1918899441746,4.804404028049377,-0.4919375945936091,4.477336814478207,4.396181298125923,3.0
127.001000,86.0,0.086,0.86,0.86,0.86,118.0,122.0,118.0,358.0,358.0,4.454347287653507,461.63639454216343,407.201876619262,402.18498465252816,1250.9476596779432,4.766120196439357,-0.3729104412153448,4.4543472962535064,4.37889942239459,3.0
